Data Date (UTC), Latitude, Longitude, Voltage, Sea Surface Temperature, Report Body
2022-02-12 21:58:27, 36.463750, -38.884980, 12.67, 17.93, latitude=36.46375;longitude=-38.88498;fixValid=True;timeToFix=19;fixTime=1644703107;orientation=0;voltage=12.67;temperature=17.92969
2022-02-12 20:58:12, 36.452050, -38.893260, 9.189, 17.95, latitude=36.45205;longitude=-38.89326;fixValid=True;timeToFix=14;fixTime=1644699492;orientation=0;voltage=9.189;temperature=17.95313
2022-02-08 13:36:50, 36.412170, -39.444800, 13.378, 17.75, latitude=36.41217;longitude=-39.4448;fixValid=True;timeToFix=21;fixTime=1644327410;orientation=1;voltage=13.378;temperature=17.75
2022-02-08 12:36:33, 36.416690, -39.441710, 13.378, 17.74, latitude=36.41669;longitude=-39.44171;fixValid=True;timeToFix=54;fixTime=1644323793;orientation=1;voltage=13.378;temperature=17.74219
2022-02-08 11:35:43, 36.419680, -39.440280, 13.378, 17.77, latitude=36.41968;longitude=-39.44028;fixValid=True;timeToFix=46;fixTime=1644320143;orientation=1;voltage=13.378;temperature=17.76562
2022-02-08 10:35:02, 36.422760, -39.437070, 13.378, 17.75, latitude=36.42276;longitude=-39.43707;fixValid=True;timeToFix=71;fixTime=1644316502;orientation=1;voltage=13.378;temperature=17.75
2022-02-08 09:33:55, 36.426160, -39.435820, 13.319, 17.77, latitude=36.42616;longitude=-39.43582;fixValid=True;timeToFix=15;fixTime=1644312835;orientation=1;voltage=13.319;temperature=17.77344
2022-02-08 08:33:44, 36.428950, -39.436520, 13.378, 17.73, latitude=36.42895;longitude=-39.43652;fixValid=True;timeToFix=55;fixTime=1644309224;orientation=1;voltage=13.378;temperature=17.72656
2022-02-08 07:32:52, 36.430190, -39.436420, 13.378, 17.74, latitude=36.43019;longitude=-39.43642;fixValid=True;timeToFix=31;fixTime=1644305572;orientation=1;voltage=13.378;temperature=17.74219
2022-02-08 06:32:25, 36.430260, -39.435790, 13.319, 17.77, latitude=36.43026;longitude=-39.43579;fixValid=True;timeToFix=43;fixTime=1644301945;orientation=1;voltage=13.319;temperature=17.77344
2022-02-08 05:31:47, 36.429060, -39.434890, 13.378, 17.83, latitude=36.42906;longitude=-39.43489;fixValid=True;timeToFix=12;fixTime=1644298307;orientation=1;voltage=13.378;temperature=17.82812
2022-02-08 04:31:39, 36.426170, -39.431860, 13.378, 17.83, latitude=36.42617;longitude=-39.43186;fixValid=True;timeToFix=46;fixTime=1644294699;orientation=1;voltage=13.378;temperature=17.82812
2022-02-08 03:30:56, 36.423050, -39.428930, 13.378, 17.88, latitude=36.42305;longitude=-39.42893;fixValid=True;timeToFix=20;fixTime=1644291056;orientation=1;voltage=13.378;temperature=17.875
2022-02-08 02:30:40, 36.420370, -39.426760, 13.319, 17.88, latitude=36.42037;longitude=-39.42676;fixValid=True;timeToFix=18;fixTime=1644287440;orientation=1;voltage=13.319;temperature=17.88281
2022-02-08 02:23:15, 36.419980, -39.426210, 13.378, 17.91, latitude=36.41998;longitude=-39.42621;fixValid=True;timeToFix=52;fixTime=1644286995;orientation=1;voltage=13.378;temperature=17.90625
2022-02-08 01:22:27, 36.416410, -39.421020, 13.378, 17.93, latitude=36.41641;longitude=-39.42102;fixValid=True;timeToFix=19;fixTime=1644283347;orientation=1;voltage=13.378;temperature=17.92969
2022-02-06 18:57:42, 36.304010, -39.495490, 13.437, 17.82, latitude=36.30401;longitude=-39.49549;fixValid=True;timeToFix=62;fixTime=1644173862;orientation=1;voltage=13.437;temperature=17.82031
2022-02-06 17:56:44, 36.301400, -39.506130, 13.437, 17.86, latitude=36.3014;longitude=-39.50613;fixValid=True;timeToFix=106;fixTime=1644170204;orientation=1;voltage=13.437;temperature=17.85938
