Data Date (UTC), LATITUDE, LONGITUDE, FMTID, YEAR, MONTH, DAY, HOUR, MIN, SST, BP, BPT, RANGE, VBAT, GPSDELAY, SNR, TTFF, SBDTIME, Report Body
2022-10-13 10:00:00, 47.052400, -13.132600, 0, 2022, 10, 13, 10, 0, 17.64, 1020.4, 1.9, 2, 14.6, 0, 44, 40, 10, 002D46A80D511B1120B00AFF000A74CE65D9094B
2022-10-13 09:00:00, 47.051800, -13.127800, 0, 2022, 10, 13, 9, 0, 17.63, 1019.8, 2.0, 2, 14.6, 0, 44, 22, 8, 002D46A40D451AF130B008FF000A74CB65D9C8BB
2022-10-13 08:00:00, 47.052200, -13.121400, 0, 2022, 10, 13, 8, 0, 17.61, 1018.9, 1.2, 3, 14.6, 0, 48, 26, 7, 002D46A00D331AB0B0F007FF000A74CD65DAC8DC
2022-10-13 07:00:00, 47.056400, -13.118600, 0, 2022, 10, 13, 7, 0, 17.59, 1018.5, 0.9, 3, 14.6, 0, 48, 26, 9, 002D469C0D2B1A7080F009FF000A74E265DB38DC
2022-10-13 06:00:00, 47.059400, -13.120400, 0, 2022, 10, 13, 6, 0, 17.56, 1017.8, 0.4, 3, 14.6, 0, 44, 52, 11, 002D46980D1D1A1030F00BFF000A74F165DAF1AB
2022-10-13 05:00:00, 47.063600, -13.123800, 0, 2022, 10, 13, 5, 0, 17.55, 1017.7, 0.7, 3, 14.6, 0, 48, 26, 7, 002D46940D1B19F060F007FF000A750665DA68DC
2022-10-13 04:00:00, 47.068400, -13.130400, 0, 2022, 10, 13, 4, 0, 17.55, 1017.6, 0.6, 2, 14.6, 0, 48, 26, 11, 002D46900D1919F050B00BFF000A751E65D960DC
2022-10-13 03:00:00, 47.072400, -13.139600, 0, 2022, 10, 13, 3, 0, 17.55, 1017.4, 0.3, 3, 14.6, 0, 48, 26, 7, 002D468C0D1519F020F007FF000A753265D7F0DC
2022-10-13 02:00:00, 47.077400, -13.149600, 0, 2022, 10, 13, 2, 0, 17.55, 1017.0, -0.4, 3, 14.6, 0, 44, 28, 8, 002D46880D0D19EFB0F008FF000A754B65D660EB
2022-10-13 01:00:00, 47.083200, -13.161800, 0, 2022, 10, 13, 1, 0, 17.55, 1017.0, -0.4, 3, 14.6, 0, 48, 26, 19, 002D46840D0D19EFB0F013FF000A756865D478DC
2022-10-13 00:00:00, 47.087400, -13.174200, 0, 2022, 10, 13, 0, 0, 17.55, 1017.2, -0.1, 3, 14.6, 0, 44, 28, 11, 002D46800D1119EFE0F00BFF000A757D65D288EB
