Data Date (UTC), Latitude, Longitude, Voltage, Sea Surface Temperature, Report Body
2021-10-18 07:33:46, 47.268180, -61.703540, 13.555, 13.3, latitude=47.26818;longitude=-61.70354;fixValid=True;timeToFix=35;fixTime=1634542426;orientation=0;voltage=13.555;temperature=13.29688
2021-10-18 06:33:14, 47.268040, -61.703270, 13.555, 13.24, latitude=47.26804;longitude=-61.70327;fixValid=True;timeToFix=15;fixTime=1634538794;orientation=0;voltage=13.555;temperature=13.24218
2021-10-18 05:33:02, 47.268240, -61.703510, 13.496, 13.34, latitude=47.26824;longitude=-61.70351;fixValid=True;timeToFix=12;fixTime=1634535182;orientation=0;voltage=13.496;temperature=13.34375
2021-10-18 04:32:54, 47.268250, -61.703560, 13.555, 13.18, latitude=47.26825;longitude=-61.70356;fixValid=True;timeToFix=44;fixTime=1634531574;orientation=0;voltage=13.555;temperature=13.17969
2021-10-18 03:32:14, 47.268220, -61.703520, 13.555, 13.34, latitude=47.26822;longitude=-61.70352;fixValid=True;timeToFix=13;fixTime=1634527934;orientation=0;voltage=13.555;temperature=13.33593
2021-10-18 02:32:05, 47.268250, -61.703520, 13.496, 13.16, latitude=47.26825;longitude=-61.70352;fixValid=True;timeToFix=14;fixTime=1634524325;orientation=0;voltage=13.496;temperature=13.15625
2021-10-18 01:47:07, 47.266520, -61.699200, 13.555, 13.38, latitude=47.26652;longitude=-61.6992;fixValid=True;timeToFix=45;fixTime=1634521627;orientation=1;voltage=13.555;temperature=13.375
2021-10-18 00:46:27, 47.266370, -61.682490, 13.555, 13.3, latitude=47.26637;longitude=-61.68249;fixValid=True;timeToFix=16;fixTime=1634517987;orientation=0;voltage=13.555;temperature=13.30469
2021-10-17 23:46:15, 47.269480, -61.666020, 13.555, 13.29, latitude=47.26948;longitude=-61.66602;fixValid=True;timeToFix=34;fixTime=1634514375;orientation=1;voltage=13.555;temperature=13.28906
2021-10-17 22:45:46, 47.269260, -61.654920, 13.555, 13.41, latitude=47.26926;longitude=-61.65492;fixValid=True;timeToFix=16;fixTime=1634510746;orientation=1;voltage=13.555;temperature=13.40625
2021-10-17 21:45:34, 47.264780, -61.649790, 13.555, 13.53, latitude=47.26478;longitude=-61.64979;fixValid=True;timeToFix=13;fixTime=1634507134;orientation=0;voltage=13.555;temperature=13.53125
2021-10-17 20:45:25, 47.259250, -61.650170, 13.555, 13.56, latitude=47.25925;longitude=-61.65017;fixValid=True;timeToFix=41;fixTime=1634503525;orientation=0;voltage=13.555;temperature=13.5625
