Data Date (UTC), LATITUDE, LONGITUDE, FMTID, YEAR, MONTH, DAY, HOUR, MIN, SST, RANGE, VBAT, GPSDELAY, SNR, TTFF, SBDTIME, Report Body
2021-11-04 17:00:00, 48.856200, -64.372800, 0, 2021, 11, 4, 17, 0, 2.71, 1, 15.4, 0, 48, 82, 10, 002B62440FFE607FF0740AFF000A98094692C29C
2021-11-04 16:00:00, 48.856200, -64.372800, 0, 2021, 11, 4, 16, 0, 2.24, 1, 15.4, 0, 40, 26, 7, 002B62400FFE5A9FF07407FF000A98094692C0DA
2021-11-02 13:00:00, 48.793000, -64.225800, 0, 2021, 11, 2, 13, 0, 5.19, 2, 15.4, 0, 36, 98, 6, 002B61340FFE7F7FF0B406FF000A96CD46A9BB19
2021-11-02 12:00:00, 48.793000, -64.226000, 0, 2021, 11, 2, 12, 0, 4.30, 1, 15.4, 0, 44, 82, 6, 002B61300FFE745FF07406FF000A96CD46A9B29B
2021-11-02 11:00:00, 48.793000, -64.225800, 0, 2021, 11, 2, 11, 0, 4.21, 1, 15.4, 0, 36, 50, 8, 002B612C0FFE733FF07408FF000A96CD46A9B999
2021-11-02 10:00:00, 48.793000, -64.225800, 0, 2021, 11, 2, 10, 0, 4.22, 1, 15.4, 0, 44, 46, 4, 002B61280FFE735FF07404FF000A96CD46A9B97B
2021-11-02 09:00:00, 48.793000, -64.225800, 0, 2021, 11, 2, 9, 0, 4.69, 1, 15.4, 0, 40, 188, 1, 002B61240FFE793FF07401FF000A96CD46A9BDEA
2021-11-02 08:00:00, 48.793000, -64.225800, 0, 2021, 11, 2, 8, 0, 4.85, 2, 15.4, 63, 44, 254, 24, 002B61200FFE7B3FF0B418FF03FA96CD46A9BFFB
2021-11-02 07:00:00, 48.793000, -64.225800, 0, 2021, 11, 2, 7, 0, 5.37, 1, 15.4, 0, 40, 52, 1, 002B611C0FFE81BFF07401FF000A96CD46A9B9AA
2021-11-02 06:00:00, 48.793000, -64.226000, 0, 2021, 11, 2, 6, 0, 5.59, 1, 15.4, 62, 48, 254, 10, 002B61180FFE847FF0740AFF03EA96CD46A9B7FC
2021-11-02 05:00:00, 48.793000, -64.226000, 0, 2021, 11, 2, 5, 0, 6.03, 0, 15.4, 0, 44, 82, 1, 002B61140FFE89FFF03401FF000A96CD46A9B29B
2021-11-02 04:00:00, 48.793000, -64.225800, 0, 2021, 11, 2, 4, 0, 6.14, 1, 15.4, 0, 44, 78, 8, 002B61100FFE8B5FF07408FF000A96CD46A9BA7B
2021-11-02 03:00:00, 48.793000, -64.225800, 0, 2021, 11, 2, 3, 0, 6.28, 0, 15.4, 0, 44, 54, 16, 002B610C0FFE8D1FF03410FF000A96CD46A9B9BB
2021-11-02 02:00:00, 48.793200, -64.226000, 0, 2021, 11, 2, 2, 0, 6.41, 0, 15.4, 0, 44, 230, 7, 002B61080FFE8EBFF03407FF000A96CE46A9B73B
2021-11-02 01:00:00, 48.793000, -64.226000, 0, 2021, 11, 2, 1, 0, 6.64, 0, 15.4, 0, 32, 140, 4, 002B61040FFE919FF03404FF000A96CD46A9B468
2021-11-02 00:00:00, 48.793000, -64.225800, 0, 2021, 11, 2, 0, 0, 7.19, 0, 15.4, 0, 44, 44, 8, 002B61000FFE987FF03408FF000A96CD46A9B96B
