Data Date (UTC), LATITUDE, LONGITUDE, FMTID, YEAR, MONTH, DAY, HOUR, MIN, SST, VBAT, GPSDELAY, SNR, TTFF, SBDTIME, Report Body
2020-10-01 19:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 19, 0, 15.56, 15.4, 0, 44, 30, 9, 002940CC0FFF011FFFF409FF000A9ECA476FB0FB
2020-10-01 18:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 18, 0, 14.95, 15.4, 0, 44, 28, 7, 002940C80FFEF97FFFF407FF000A9ECA476FB0EB
2020-10-01 17:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 17, 0, 13.70, 15.4, 0, 44, 24, 8, 002940C40FFEE9DFFFF408FF000A9ECA476FB0CB
2020-10-01 16:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 16, 0, 13.12, 15.4, 0, 44, 30, 10, 002940C00FFEE29FFFF40AFF000A9ECA476FB0FB
2020-10-01 15:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 15, 0, 12.59, 15.4, 0, 44, 30, 8, 002940BC0FFEDBFFFFF408FF000A9ECA476FB0FB
2020-10-01 14:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 14, 0, 11.76, 15.4, 0, 44, 24, 11, 002940B80FFED19FFFF40BFF000A9ECA476FB0CB
2020-10-01 13:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 13, 0, 11.10, 15.4, 0, 44, 24, 10, 002940B40FFEC95FFFF40AFF000A9ECA476FB0CB
2020-10-01 12:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 12, 0, 10.57, 15.4, 0, 44, 24, 8, 002940B00FFEC2BFFFF408FF000A9ECA476FB0CB
2020-10-01 11:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 11, 0, 9.82, 15.4, 0, 44, 26, 9, 002940AC0FFEB95FFFF409FF000A9ECA476FB0DB
2020-10-01 10:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 10, 0, 9.59, 15.4, 0, 44, 24, 7, 002940A80FFEB67FFFF407FF000A9ECA476FB0CB
2020-10-01 09:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 9, 0, 9.57, 15.4, 0, 44, 24, 7, 002940A40FFEB63FFFF407FF000A9ECA476FB0CB
2020-10-01 08:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 8, 0, 9.74, 15.4, 0, 44, 24, 16, 002940A00FFEB85FFFF410FF000A9ECA476FB0CB
2020-10-01 07:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 7, 0, 9.84, 15.4, 0, 44, 28, 8, 0029409C0FFEB99FFFF408FF000A9ECA476FB0EB
2020-10-01 06:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 6, 0, 9.98, 15.4, 0, 44, 24, 10, 002940980FFEBB5FFFF40AFF000A9ECA476FB0CB
2020-10-01 05:00:00, 49.202000, -62.958800, 0, 2020, 10, 1, 5, 0, 9.90, 15.4, 0, 44, 34, 8, 002940940FFEBA5FFFF408FF000A9ECA476FB11B
2020-10-01 04:00:00, 49.201800, -62.958800, 0, 2020, 10, 1, 4, 0, 9.89, 15.4, 0, 44, 22, 8, 002940900FFEBA3FFFF408FF000A9EC9476FB0BB
2020-10-01 03:00:00, 49.201800, -62.958600, 0, 2020, 10, 1, 3, 0, 10.12, 15.4, 1443, 0, 254, 9, 0029408C0FFEBD1FFFF409FF5A3A9EC9476FBFF0
2020-10-01 02:00:00, 49.201800, -62.958600, 0, 2020, 10, 1, 2, 0, 11.40, 15.4, 1383, 0, 254, 10, 002940880FFECD1FFFF40AFF567A9EC9476FBFF0
2020-10-01 01:00:00, 49.201800, -62.958600, 0, 2020, 10, 1, 1, 0, 11.06, 15.4, 1323, 0, 254, 8, 002940840FFEC8DFFFF408FF52BA9EC9476FBFF0
2020-10-01 00:00:00, 49.201800, -62.958600, 0, 2020, 10, 1, 0, 0, 10.96, 15.4, 1263, 0, 254, 10, 002940800FFEC79FFFF40AFF4EFA9EC9476FBFF0
2020-09-30 23:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 23, 0, 10.86, 15.4, 1203, 0, 254, 10, 00292F5C0FFEC65FFFF40AFF4B3A9EC9476FBFF0
2020-09-30 22:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 22, 0, 10.76, 15.4, 1143, 0, 254, 7, 00292F580FFEC51FFFF407FF477A9EC9476FBFF0
2020-09-30 21:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 21, 0, 10.75, 15.4, 1083, 0, 254, 10, 00292F540FFEC4FFFFF40AFF43BA9EC9476FBFF0
2020-09-30 20:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 20, 0, 10.62, 15.4, 1023, 0, 254, 18, 00292F500FFEC35FFFF412FF3FFA9EC9476FBFF0
2020-09-30 19:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 19, 0, 10.25, 15.4, 963, 0, 254, 10, 00292F4C0FFEBEBFFFF40AFF3C3A9EC9476FBFF0
2020-09-30 18:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 18, 0, 10.23, 15.4, 903, 0, 254, 11, 00292F480FFEBE7FFFF40BFF387A9EC9476FBFF0
2020-09-30 17:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 17, 0, 11.45, 15.4, 843, 0, 254, 9, 00292F440FFECDBFFFF409FF34BA9EC9476FBFF0
2020-09-30 16:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 16, 0, 10.77, 15.4, 783, 0, 254, 8, 00292F400FFEC53FFFF408FF30FA9EC9476FBFF0
2020-09-30 15:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 15, 0, 10.53, 15.4, 723, 0, 254, 7, 00292F3C0FFEC23FFFF407FF2D3A9EC9476FBFF0
2020-09-30 14:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 14, 0, 10.39, 15.4, 663, 0, 254, 11, 00292F380FFEC07FFFF40BFF297A9EC9476FBFF0
2020-09-30 13:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 13, 0, 10.24, 15.6, 603, 0, 254, 8, 00292F340FFEBE9FFFF508FF25BA9EC9476FBFF0
2020-09-30 12:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 12, 0, 10.10, 15.6, 543, 0, 254, 8, 00292F300FFEBCDFFFF508FF21FA9EC9476FBFF0
2020-09-30 11:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 11, 0, 9.97, 15.6, 483, 0, 254, 8, 00292F2C0FFEBB3FFFF508FF1E3A9EC9476FBFF0
2020-09-30 10:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 10, 0, 9.80, 15.6, 423, 0, 254, 9, 00292F280FFEB91FFFF509FF1A7A9EC9476FBFF0
2020-09-30 09:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 9, 0, 9.72, 15.6, 363, 0, 254, 10, 00292F240FFEB81FFFF50AFF16BA9EC9476FBFF0
2020-09-30 08:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 8, 0, 9.65, 15.6, 303, 0, 254, 10, 00292F200FFEB73FFFF50AFF12FA9EC9476FBFF0
2020-09-30 07:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 7, 0, 9.50, 15.6, 243, 0, 254, 10, 00292F1C0FFEB55FFFF50AFF0F3A9EC9476FBFF0
2020-09-30 06:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 6, 0, 9.44, 15.6, 183, 0, 254, 7, 00292F180FFEB49FFFF507FF0B7A9EC9476FBFF0
2020-09-30 05:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 5, 0, 9.45, 15.6, 123, 0, 254, 1, 00292F140FFEB4BFFFF501FF07BA9EC9476FBFF0
2020-09-30 03:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 3, 0, 9.15, 15.6, 0, 44, 28, 16, 00292F0C0FFEB0FFFFF510FF000A9EC9476FB8EB
2020-09-30 02:00:00, 49.201800, -62.958800, 0, 2020, 9, 30, 2, 0, 8.83, 15.6, 0, 32, 48, 11, 00292F080FFEACFFFFF50BFF000A9EC9476FB188
2020-09-30 01:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 1, 0, 8.76, 15.6, 0, 44, 24, 10, 00292F040FFEAC1FFFF50AFF000A9EC9476FB8CB
2020-09-30 00:00:00, 49.201800, -62.958600, 0, 2020, 9, 30, 0, 0, 10.66, 15.6, 0, 48, 28, 7, 00292F000FFEC3DFFFF507FF000A9EC9476FB8EC
2020-09-29 23:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 23, 0, 10.75, 15.6, 0, 44, 24, 17, 00292EDC0FFEC4FFFFF511FF000A9EC9476FB8CB
2020-09-29 22:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 22, 0, 11.11, 15.6, 0, 44, 30, 10, 00292ED80FFEC97FFFF50AFF000A9EC9476FB8FB
2020-09-29 21:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 21, 0, 10.58, 15.6, 0, 44, 28, 8, 00292ED40FFEC2DFFFF508FF000A9EC9476FB8EB
2020-09-29 20:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 20, 0, 9.08, 15.6, 0, 44, 28, 11, 00292ED00FFEB01FFFF50BFF000A9EC9476FB8EB
2020-09-29 19:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 19, 0, 9.15, 15.6, 0, 44, 24, 7, 00292ECC0FFEB0FFFFF507FF000A9EC9476FB8CB
2020-09-29 18:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 18, 0, 8.71, 15.6, 0, 44, 28, 10, 00292EC80FFEAB7FFFF50AFF000A9EC9476FB8EB
2020-09-29 17:00:00, 49.201800, -62.958800, 0, 2020, 9, 29, 17, 0, 8.59, 15.6, 0, 44, 24, 9, 00292EC40FFEA9FFFFF509FF000A9EC9476FB0CB
2020-09-29 16:00:00, 49.201800, -62.958800, 0, 2020, 9, 29, 16, 0, 8.77, 15.6, 0, 44, 24, 6, 00292EC00FFEAC3FFFF506FF000A9EC9476FB0CB
2020-09-29 15:00:00, 49.201600, -62.958400, 0, 2020, 9, 29, 15, 0, 8.35, 15.6, 0, 44, 102, 9, 00292EBC0FFEA6FFFFF509FF000A9EC8476FC33B
2020-09-29 14:00:00, 49.201800, -62.958200, 0, 2020, 9, 29, 14, 0, 8.08, 15.6, 0, 44, 106, 11, 00292EB80FFEA39FFFF50BFF000A9EC9476FCB5B
2020-09-29 13:00:00, 49.201800, -62.958000, 0, 2020, 9, 29, 13, 0, 8.32, 15.6, 0, 44, 24, 6, 00292EB40FFEA69FFFF506FF000A9EC9476FD0CB
2020-09-29 12:00:00, 49.201800, -62.958000, 0, 2020, 9, 29, 12, 0, 8.46, 15.6, 0, 44, 30, 8, 00292EB00FFEA85FFFF508FF000A9EC9476FD0FB
2020-09-29 11:00:00, 49.201800, -62.958000, 0, 2020, 9, 29, 11, 0, 8.70, 15.6, 0, 44, 24, 10, 00292EAC0FFEAB5FFFF50AFF000A9EC9476FD0CB
2020-09-29 10:00:00, 49.201800, -62.958000, 0, 2020, 9, 29, 10, 0, 8.49, 15.6, 0, 40, 24, 10, 00292EA80FFEA8BFFFF50AFF000A9EC9476FD0CA
2020-09-29 09:00:00, 49.201800, -62.958000, 0, 2020, 9, 29, 9, 0, 8.22, 15.6, 0, 44, 24, 8, 00292EA40FFEA55FFFF508FF000A9EC9476FD0CB
2020-09-29 08:00:00, 49.201800, -62.958000, 0, 2020, 9, 29, 8, 0, 8.00, 15.6, 0, 44, 30, 7, 00292EA00FFEA29FFFF507FF000A9EC9476FD0FB
2020-09-29 07:00:00, 49.201800, -62.958000, 0, 2020, 9, 29, 7, 0, 8.25, 15.6, 0, 40, 52, 7, 00292E9C0FFEA5BFFFF507FF000A9EC9476FD1AA
2020-09-29 06:00:00, 49.201800, -62.958400, 0, 2020, 9, 29, 6, 0, 8.53, 15.6, 0, 44, 58, 6, 00292E980FFEA93FFFF506FF000A9EC9476FC1DB
2020-09-29 05:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 5, 0, 8.87, 15.6, 0, 44, 84, 9, 00292E940FFEAD7FFFF509FF000A9EC9476FBAAB
2020-09-29 04:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 4, 0, 8.81, 15.6, 0, 44, 30, 10, 00292E900FFEACBFFFF50AFF000A9EC9476FB8FB
2020-09-29 03:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 3, 0, 8.58, 15.6, 0, 40, 118, 6, 00292E8C0FFEA9DFFFF506FF000A9EC9476FBBBA
2020-09-29 02:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 2, 0, 8.31, 15.6, 0, 40, 204, 7, 00292E880FFEA67FFFF507FF000A9EC9476FBE6A
2020-09-29 01:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 1, 0, 8.21, 15.6, 0, 44, 28, 8, 00292E840FFEA53FFFF508FF000A9EC9476FB8EB
2020-09-29 00:00:00, 49.201800, -62.958600, 0, 2020, 9, 29, 0, 0, 8.30, 15.6, 0, 44, 24, 7, 00292E800FFEA65FFFF507FF000A9EC9476FB8CB
2020-09-28 23:00:00, 49.201800, -62.958600, 0, 2020, 9, 28, 23, 0, 8.47, 15.6, 0, 44, 28, 16, 00292E5C0FFEA87FFFF510FF000A9EC9476FB8EB
2020-09-28 22:00:00, 49.201800, -62.958600, 0, 2020, 9, 28, 22, 0, 8.40, 15.6, 0, 44, 78, 11, 00292E580FFEA79FFFF50BFF000A9EC9476FBA7B
2020-09-28 21:00:00, 49.201600, -62.958800, 0, 2020, 9, 28, 21, 0, 7.89, 15.6, 0, 44, 28, 7, 00292E540FFEA13FFFF507FF000A9EC8476FB0EB
2020-09-28 20:00:00, 49.199400, -62.965600, 0, 2020, 9, 28, 20, 0, 8.55, 15.6, 0, 44, 30, 12, 00292E500FFEA97FFFF50CFF000A9EBD476EA0FB
2020-09-28 19:00:00, 49.199600, -62.966800, 0, 2020, 9, 28, 19, 0, 8.69, 15.6, 0, 44, 28, 11, 00292E4C0FFEAB3FFFF50BFF000A9EBE476E70EB
