Data Date (UTC), LATITUDE, LONGITUDE, FMTID, YEAR, MONTH, DAY, HOUR, MIN, SST, BP, BPT, RANGE, VBAT, GPSDELAY, SNR, TTFF, SBDTIME, Report Body
2020-04-07 13:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 13, 0, 12.22, 1014.6, -0.3, 2, 14.6, 0, 48, 54, 13, 002883B40CDCD74FC0B00DFF0009CF0B3F9AC1BC
2020-04-07 12:00:00, 38.565800, -75.790400, 0, 2020, 4, 7, 12, 0, 10.50, 1014.9, 0.4, 2, 14.6, 0, 48, 46, 7, 002883B00CE2C1D030B007FF0009CF0D3F9AC17C
2020-04-07 11:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 11, 0, 9.43, 1014.9, 0.0, 2, 14.6, 0, 44, 24, 8, 002883AC0CE2B46FF0B008FF0009CF0B3F9AC0CB
2020-04-07 10:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 10, 0, 9.29, 1014.9, -0.4, 2, 14.6, 0, 48, 26, 9, 002883A80CE2B2AFB0B009FF0009CF0B3F9AC0DC
2020-04-07 09:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 9, 0, 8.59, 1014.5, -1.4, 0, 14.6, 0, 44, 54, 10, 002883A40CDAA9EF10300AFF0009CF0B3F9AC1BB
2020-04-07 08:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 8, 0, 7.74, 1014.9, -1.2, 1, 14.8, 0, 44, 28, 10, 002883A00CE29F4F30710AFF0009CF0B3F9AC0EB
2020-04-07 07:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 7, 0, 6.52, 1015.2, -0.7, 1, 14.8, 0, 44, 42, 18, 0028839C0CE8900F807112FF0009CF0B3F9AC15B
2020-04-07 06:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 6, 0, 6.75, 1015.8, 0.0, 1, 14.8, 0, 48, 24, 8, 002883980CF492EFF07108FF0009CF0B3F9AC0CC
2020-04-07 05:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 5, 0, 7.33, 1016.1, 0.1, 0, 14.8, 0, 48, 24, 7, 002883940CFA9A30003107FF0009CF0B3F9AC0CC
2020-04-07 04:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 4, 0, 8.30, 1016.0, 0.4, 3, 14.8, 0, 44, 30, 7, 002883900CF8A65030F107FF0009CF0B3F9AC0FB
2020-04-07 03:00:00, 38.565400, -75.790600, 0, 2020, 4, 7, 3, 0, 9.63, 1015.8, 0.8, 1, 14.8, 0, 48, 60, 14, 0028838C0CF4B6F070710EFF0009CF0B3F9AB9EC
2020-04-07 02:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 2, 0, 10.87, 1016.0, 1.1, 3, 14.8, 0, 44, 46, 8, 002883880CF8C670A0F108FF0009CF0B3F9AC17B
2020-04-07 01:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 1, 0, 12.65, 1015.6, 0.7, 4, 14.8, 0, 44, 42, 9, 002883840CF0DCB0613109FF0009CF0B3F9AC15B
2020-04-07 00:00:00, 38.565400, -75.790400, 0, 2020, 4, 7, 0, 0, 15.53, 1015.0, 0.1, 4, 14.8, 0, 44, 40, 11, 002883800CE500B001310BFF0009CF0B3F9AC14B
2020-04-06 23:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 23, 0, 18.90, 1014.9, -0.4, 3, 14.8, 0, 44, 24, 9, 0028835C0CE32ACFB0F109FF0009CF0B3F9AC0CB
2020-04-06 22:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 22, 0, 20.40, 1014.9, -1.2, 2, 14.8, 0, 48, 28, 7, 002883580CE33D8F30B107FF0009CF0B3F9AC0EC
2020-04-06 22:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 22, 0, 20.40, 1014.9, -1.2, 2, 14.8, 0, 48, 28, 7, 002883580CE33D8F30B107FF0009CF0B3F9AC0EC
2020-04-06 21:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 21, 0, 21.25, 1014.9, -1.5, 3, 14.8, 0, 44, 48, 8, 002883540CE3482F00F108FF0009CF0B3F9AC18B
2020-04-06 20:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 20, 0, 23.19, 1015.3, -1.5, 1, 14.8, 0, 44, 24, 6, 002883500CEB606F007106FF0009CF0B3F9AC0CB
2020-04-06 19:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 19, 0, 23.67, 1016.0, -1.1, 1, 14.8, 0, 44, 24, 24, 0028834C0CF9666F407118FF0009CF0B3F9AC0CB
2020-04-06 18:00:00, 38.565400, -75.790600, 0, 2020, 4, 6, 18, 0, 24.36, 1016.5, -0.8, 1, 14.8, 0, 40, 28, 10, 002883480D036F0F70710AFF0009CF0B3F9AB8EA
2020-04-06 17:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 17, 0, 25.51, 1016.8, -0.6, 2, 14.8, 0, 48, 28, 17, 002883440D097D6F90B111FF0009CF0B3F9AC0EC
2020-04-06 16:00:00, 38.565400, -75.790200, 0, 2020, 4, 6, 16, 0, 24.82, 1017.1, -0.3, 3, 14.8, 0, 44, 46, 12, 002883400D0F74CFC0F10CFF0009CF0B3F9AC97B
2020-04-06 15:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 15, 0, 24.22, 1017.3, 0.4, 4, 14.8, 0, 44, 28, 10, 0028833C0D136D5031310AFF0009CF0B3F9AC0EB
2020-04-06 14:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 14, 0, 16.87, 1017.4, 1.3, 2, 14.8, 0, 44, 28, 17, 002883380D151170C0B111FF0009CF0B3F9AC0EB
2020-04-06 13:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 13, 0, 14.19, 1017.4, 1.9, 2, 14.6, 0, 48, 52, 11, 002883340D14EFF120B00BFF0009CF0B3F9AC1AC
2020-04-06 12:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 12, 0, 12.84, 1016.8, 1.5, 1, 14.6, 0, 48, 24, 12, 002883300D08DF10E0700CFF0009CF0B3F9AC0CC
2020-04-06 11:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 11, 0, 8.98, 1016.1, 0.5, 2, 14.6, 0, 40, 28, 10, 0028832C0CFAAED040B00AFF0009CF0B3F9AC0EA
2020-04-06 10:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 10, 0, 9.82, 1015.5, -0.2, 2, 14.8, 0, 44, 28, 20, 002883280CEEB94FD0B114FF0009CF0B3F9AC0EB
2020-04-06 09:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 9, 0, 11.50, 1015.3, -0.6, 1, 14.8, 0, 44, 28, 19, 002883240CEACE4F907113FF0009CF0B3F9AC0EB
2020-04-06 08:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 8, 0, 11.62, 1015.6, -0.9, 1, 14.8, 0, 44, 28, 11, 002883200CF0CFCF60710BFF0009CF0B3F9AC0EB
2020-04-06 08:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 8, 0, 11.62, 1015.6, -0.9, 1, 14.8, 0, 44, 28, 11, 002883200CF0CFCF60710BFF0009CF0B3F9AC0EB
2020-04-06 07:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 7, 0, 11.62, 1015.7, -0.9, 1, 14.8, 0, 44, 24, 10, 0028831C0CF2CFCF60710AFF0009CF0B3F9AC0CB
2020-04-06 06:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 6, 0, 12.17, 1015.9, -0.8, 1, 14.8, 0, 48, 28, 6, 002883180CF6D6AF707106FF0009CF0B3F9AC0EC
2020-04-06 05:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 5, 0, 12.33, 1016.5, -0.5, 1, 14.8, 0, 48, 26, 9, 002883140D02D8AFA07109FF0009CF0B3F9AC0DC
2020-04-06 04:00:00, 38.565400, -75.790200, 0, 2020, 4, 6, 4, 0, 12.14, 1016.6, -0.1, 1, 14.8, 0, 44, 28, 8, 002883100D04D64FE07108FF0009CF0B3F9AC8EB
2020-04-06 03:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 3, 0, 12.42, 1016.6, 0.1, 1, 14.8, 0, 48, 26, 11, 0028830C0D04D9D000710BFF0009CF0B3F9AC0DC
2020-04-06 02:00:00, 38.565400, -75.790200, 0, 2020, 4, 6, 2, 0, 12.50, 1016.9, 0.4, 2, 14.8, 0, 44, 28, 8, 002883080D0ADAD030B108FF0009CF0B3F9AC8EB
2020-04-06 01:00:00, 38.565400, -75.790400, 0, 2020, 4, 6, 1, 0, 13.11, 1016.7, 0.0, 2, 14.8, 0, 48, 28, 13, 002883040D06E26FF0B10DFF0009CF0B3F9AC0EC
2020-04-06 00:00:00, 38.565600, -75.790400, 0, 2020, 4, 6, 0, 0, 15.32, 1016.5, 0.0, 2, 14.8, 0, 40, 28, 10, 002883000D02FE0FF0B10AFF0009CF0C3F9AC0EA
2020-04-05 23:00:00, 38.565400, -75.790400, 0, 2020, 4, 5, 23, 0, 17.33, 1016.5, -0.2, 2, 14.8, 0, 44, 26, 11, 002882DC0D03172FD0B10BFF0009CF0B3F9AC0DB
2020-04-05 22:00:00, 38.565400, -75.790400, 0, 2020, 4, 5, 22, 0, 18.60, 1016.7, -0.8, 4, 14.8, 0, 44, 42, 6, 002882D80D07270F713106FF0009CF0B3F9AC15B
2020-04-05 21:00:00, 38.565400, -75.790400, 0, 2020, 4, 5, 21, 0, 21.34, 1016.5, -1.5, 1, 14.8, 0, 44, 26, 11, 002882D40D03494F00710BFF0009CF0B3F9AC0DB
2020-04-05 20:00:00, 38.565400, -75.790400, 0, 2020, 4, 5, 20, 0, 23.44, 1016.7, -1.9, 1, 14.8, 0, 48, 24, 11, 002882D00D07638EC0710BFF0009CF0B3F9AC0CC
2020-04-05 19:00:00, 38.565400, -75.790400, 0, 2020, 4, 5, 19, 0, 24.36, 1017.5, -1.4, 2, 14.8, 0, 44, 28, 11, 002882CC0D176F0F10B10BFF0009CF0B3F9AC0EB
2020-04-05 18:00:00, 38.565400, -75.790400, 0, 2020, 4, 5, 18, 0, 23.26, 1018.0, -1.2, 3, 14.8, 0, 40, 42, 10, 002882C80D21614F30F10AFF0009CF0B3F9AC15A
2020-04-05 17:00:00, 38.565400, -75.790400, 0, 2020, 4, 5, 17, 0, 21.06, 1018.5, -0.4, 3, 14.8, 0, 48, 28, 9, 002882C40D2B45CFB0F109FF0009CF0B3F9AC0EC
2020-04-05 16:00:00, 38.565400, -75.790400, 0, 2020, 4, 5, 16, 0, 18.34, 1018.9, 0.2, 3, 14.6, 0, 48, 48, 9, 002882C00D3323D010F009FF0009CF0B3F9AC18C
