Data Date (UTC), Latitude, Longitude, Voltage, Sea Surface Temperature, Report Body
2022-05-25 12:35:37, 48.389230, -53.623620, 14.145, 15.82, latitude=48.38923;longitude=-53.62362;fixValid=True;timeToFix=42;fixTime=1653482137;orientation=1;voltage=14.145;temperature=15.82031
2022-05-25 11:34:59, 48.389490, -53.623550, 14.145, 6.82, latitude=48.38949;longitude=-53.62355;fixValid=True;timeToFix=17;fixTime=1653478499;orientation=1;voltage=14.145;temperature=6.820312
2022-05-25 10:34:51, 48.389200, -53.623570, 14.145, 2.66, latitude=48.3892;longitude=-53.62357;fixValid=True;timeToFix=34;fixTime=1653474891;orientation=1;voltage=14.145;temperature=2.664067
2022-05-25 09:34:21, 48.389200, -53.623590, 14.145, -1.64, latitude=48.3892;longitude=-53.62359;fixValid=True;timeToFix=12;fixTime=1653471261;orientation=1;voltage=14.145;temperature=-1.640626
2022-05-25 08:34:13, 48.389190, -53.623590, 14.145, -3.27, latitude=48.38919;longitude=-53.62359;fixValid=True;timeToFix=15;fixTime=1653467653;orientation=1;voltage=14.145;temperature=-3.265631
2022-05-25 07:34:04, 48.389220, -53.623620, 14.145, -3.08, latitude=48.38922;longitude=-53.62362;fixValid=True;timeToFix=14;fixTime=1653464044;orientation=1;voltage=14.145;temperature=-3.078125
2022-05-25 06:33:54, 48.389230, -53.623650, 14.145, -0.41, latitude=48.38923;longitude=-53.62365;fixValid=True;timeToFix=42;fixTime=1653460434;orientation=1;voltage=14.145;temperature=-0.4140694
2022-05-25 05:33:16, 48.389270, -53.623720, 14.145, -1.77, latitude=48.38927;longitude=-53.62372;fixValid=True;timeToFix=32;fixTime=1653456796;orientation=1;voltage=14.145;temperature=-1.765631
2022-05-25 04:32:48, 48.389180, -53.623500, 14.145, -3.68, latitude=48.38918;longitude=-53.6235;fixValid=True;timeToFix=14;fixTime=1653453168;orientation=1;voltage=14.145;temperature=-3.679691
2022-05-25 03:32:38, 48.389220, -53.623630, 14.145, -3.45, latitude=48.38922;longitude=-53.62363;fixValid=True;timeToFix=12;fixTime=1653449558;orientation=1;voltage=14.145;temperature=-3.453127
2022-05-25 02:32:30, 48.389200, -53.623620, 14.145, -3.38, latitude=48.3892;longitude=-53.62362;fixValid=True;timeToFix=42;fixTime=1653445950;orientation=1;voltage=14.145;temperature=-3.382814
2022-05-25 01:31:53, 48.389220, -53.623620, 14.145, -2.13, latitude=48.38922;longitude=-53.62362;fixValid=True;timeToFix=14;fixTime=1653442313;orientation=1;voltage=14.145;temperature=-2.132812
2022-05-25 00:31:43, 48.389220, -53.623620, 14.145, -2.27, latitude=48.38922;longitude=-53.62362;fixValid=True;timeToFix=15;fixTime=1653438703;orientation=1;voltage=14.145;temperature=-2.265627
2022-05-24 23:31:32, 48.389220, -53.623650, 14.145, -0.57, latitude=48.38922;longitude=-53.62365;fixValid=True;timeToFix=40;fixTime=1653435092;orientation=1;voltage=14.145;temperature=-0.5703197
2022-05-24 22:30:55, 48.389200, -53.623660, 14.145, 3.11, latitude=48.3892;longitude=-53.62366;fixValid=True;timeToFix=14;fixTime=1653431455;orientation=1;voltage=14.145;temperature=3.109373
2022-05-24 21:30:46, 48.389220, -53.623650, 14.145, 9.46, latitude=48.38922;longitude=-53.62365;fixValid=True;timeToFix=15;fixTime=1653427846;orientation=1;voltage=14.145;temperature=9.460932
2022-05-24 20:30:35, 48.389200, -53.623620, 14.204, 12.98, latitude=48.3892;longitude=-53.62362;fixValid=True;timeToFix=42;fixTime=1653424235;orientation=1;voltage=14.204;temperature=12.98438
2022-05-24 19:29:57, 48.389200, -53.623830, 14.204, 15.74, latitude=48.3892;longitude=-53.62383;fixValid=True;timeToFix=17;fixTime=1653420597;orientation=1;voltage=14.204;temperature=15.74219
2022-05-24 18:29:43, 48.389180, -53.623680, 14.204, 17.13, latitude=48.38918;longitude=-53.62368;fixValid=True;timeToFix=14;fixTime=1653416983;orientation=1;voltage=14.204;temperature=17.13281
2022-05-24 17:29:33, 48.389220, -53.623650, 14.204, 27.7, latitude=48.38922;longitude=-53.62365;fixValid=True;timeToFix=44;fixTime=1653413373;orientation=1;voltage=14.204;temperature=27.70312
2022-05-24 16:28:54, 48.389220, -53.623620, 14.204, 30.46, latitude=48.38922;longitude=-53.62362;fixValid=True;timeToFix=13;fixTime=1653409734;orientation=1;voltage=14.204;temperature=30.46094
2022-05-24 15:28:45, 48.389190, -53.623590, 14.204, 23.73, latitude=48.38919;longitude=-53.62359;fixValid=True;timeToFix=12;fixTime=1653406125;orientation=1;voltage=14.204;temperature=23.72656
2022-05-24 14:28:37, 48.389200, -53.623620, 14.204, 22.24, latitude=48.3892;longitude=-53.62362;fixValid=True;timeToFix=44;fixTime=1653402517;orientation=1;voltage=14.204;temperature=22.24219
2022-05-24 13:27:56, 48.389440, -53.623380, 14.204, 19.75, latitude=48.38944;longitude=-53.62338;fixValid=True;timeToFix=14;fixTime=1653398876;orientation=1;voltage=14.204;temperature=19.75
2022-05-24 12:27:45, 48.438840, -53.549150, 14.204, 10.36, latitude=48.43884;longitude=-53.54915;fixValid=True;timeToFix=28;fixTime=1653395265;orientation=0;voltage=14.204;temperature=10.35938
2022-05-24 11:27:21, 48.439020, -53.549060, 14.204, 5.4, latitude=48.43902;longitude=-53.54906;fixValid=True;timeToFix=16;fixTime=1653391641;orientation=1;voltage=14.204;temperature=5.398436
2022-05-24 10:27:09, 48.439000, -53.549150, 14.145, 3.08, latitude=48.439;longitude=-53.54915;fixValid=True;timeToFix=29;fixTime=1653388029;orientation=1;voltage=14.145;temperature=3.078127
2022-05-24 09:26:44, 48.438900, -53.548980, 14.145, 2.52, latitude=48.4389;longitude=-53.54898;fixValid=True;timeToFix=23;fixTime=1653384404;orientation=1;voltage=14.145;temperature=2.515628
2022-05-24 08:26:26, 48.438890, -53.549180, 14.145, 2.24, latitude=48.43889;longitude=-53.54918;fixValid=True;timeToFix=13;fixTime=1653380786;orientation=1;voltage=14.145;temperature=2.242185
2022-05-24 07:26:17, 48.438890, -53.549170, 14.204, 2.84, latitude=48.43889;longitude=-53.54917;fixValid=True;timeToFix=13;fixTime=1653377177;orientation=1;voltage=14.204;temperature=2.83594
2022-05-24 06:26:08, 48.438920, -53.549170, 14.145, 3.06, latitude=48.43892;longitude=-53.54917;fixValid=True;timeToFix=48;fixTime=1653373568;orientation=1;voltage=14.145;temperature=3.062504
2022-05-24 05:25:26, 48.438930, -53.549150, 14.204, 3.02, latitude=48.43893;longitude=-53.54915;fixValid=True;timeToFix=14;fixTime=1653369926;orientation=1;voltage=14.204;temperature=3.023436
2022-05-24 04:25:16, 48.438730, -53.549190, 14.204, 3.33, latitude=48.43873;longitude=-53.54919;fixValid=True;timeToFix=34;fixTime=1653366316;orientation=1;voltage=14.204;temperature=3.328125
2022-05-24 03:24:46, 48.438840, -53.549170, 14.204, 3.44, latitude=48.43884;longitude=-53.54917;fixValid=True;timeToFix=27;fixTime=1653362686;orientation=1;voltage=14.204;temperature=3.437496
2022-05-24 02:24:24, 48.438890, -53.549190, 14.145, 3.55, latitude=48.43889;longitude=-53.54919;fixValid=True;timeToFix=12;fixTime=1653359064;orientation=1;voltage=14.145;temperature=3.554689
