platform_code,time,latitude,longitude,sst,slp,observation_depth
,UTC,degrees_north,degrees_east,Deg C,hPa,
4401827,2019-09-17T12:00:00Z,44.4288,-56.903,14.8,1007.9,0
4401827,2019-09-17T13:00:00Z,44.4216,-56.9134,14.83,1008.3,0
4401827,2019-09-17T14:00:00Z,44.412,-56.9232,14.86,1008.6,0
4401827,2019-09-17T14:50:00Z,44.4044,-56.9328,14.85,1008.7,0
4401827,2019-09-17T15:01:00Z,44.4018,-56.9372,14.86,1008.8,0
4401827,2019-09-17T16:00:00Z,44.392,-56.952,14.86,1009,0
4401827,2019-09-17T17:00:00Z,44.3818,-56.97,14.91,1009.3,0
4401827,2019-09-17T18:00:00Z,44.378,-57.009,13.62,1009.6,0
4401827,2019-09-17T19:00:00Z,44.4184,-57.0818,12.74,1010.2,0
4401827,2019-09-17T20:00:00Z,44.4612,-57.044,12.69,1010.9,0
4401827,2019-09-17T21:00:00Z,44.5184,-56.99,12.37,1011.2,0
4401827,2019-09-17T23:00:00Z,44.5576,-56.8722,12.66,1012.1,0
4401827,2019-09-18T00:00:00Z,44.5696,-56.73,12.09,1012.2,0
4401827,2019-09-18T01:00:00Z,44.5888,-56.5828,12.27,1011.9,0
4401827,2019-09-18T02:00:00Z,44.569,-56.5822,12.26,1012.3,0
4401827,2019-09-18T03:00:00Z,44.5518,-56.7468,12.31,1012.2,0
