Data Date (UTC), LATITUDE, LONGITUDE, FMTID, YEAR, MONTH, DAY, HOUR, MIN, SST, BP, BPT, RANGE, VBAT, GPSDELAY, SNR, TTFF, SBDTIME, Report Body
2022-10-13 10:00:00, 44.036600, -49.821600, 0, 2022, 10, 13, 10, 0, 14.55, 1025.8, 1.0, 3, 14.8, 0, 48, 28, 9, 002D46A80DBCF47090F109FF000A39E74F7460EC
2022-10-13 09:00:00, 44.039600, -49.807200, 0, 2022, 10, 13, 9, 0, 14.53, 1025.5, 1.1, 3, 14.8, 0, 48, 22, 6, 002D46A40DB6F430A0F106FF000A39F64F76A0BC
2022-10-13 08:00:00, 44.046200, -49.796800, 0, 2022, 10, 13, 8, 0, 14.51, 1025.2, 0.9, 3, 14.8, 0, 44, 80, 7, 002D46A00DB0F3F080F107FF000A3A174F78428B
2022-10-13 07:00:00, 44.054600, -49.792600, 0, 2022, 10, 13, 7, 0, 14.46, 1024.8, 0.7, 3, 14.8, 0, 44, 26, 9, 002D469C0DA8F35060F109FF000A3A414F78E8DB
2022-10-13 06:00:00, 44.062600, -49.792800, 0, 2022, 10, 13, 6, 0, 14.43, 1024.4, 0.4, 4, 14.8, 0, 48, 58, 7, 002D46980DA0F2F0313107FF000A3A694F78E1DC
2022-10-13 05:00:00, 44.070200, -49.795600, 0, 2022, 10, 13, 5, 0, 14.48, 1024.3, 0.4, 4, 14.8, 0, 44, 130, 13, 002D46940D9EF39031310DFF000A3A8F4F78741B
2022-10-13 04:00:00, 44.076200, -49.800400, 0, 2022, 10, 13, 4, 0, 14.51, 1024.1, 0.5, 3, 14.8, 0, 48, 28, 7, 002D46900D9AF3F040F107FF000A3AAD4F77B0EC
2022-10-13 03:00:00, 44.079000, -49.807000, 0, 2022, 10, 13, 3, 0, 14.51, 1024.0, 0.7, 3, 14.8, 0, 48, 76, 19, 002D468C0D98F3F060F113FF000A3ABB4F76AA6C
2022-10-13 02:00:00, 44.079400, -49.813000, 0, 2022, 10, 13, 2, 0, 14.51, 1023.9, 1.1, 3, 14.8, 0, 48, 26, 12, 002D46880D96F3F0A0F10CFF000A3ABD4F75B8DC
2022-10-13 01:00:00, 44.077400, -49.816000, 0, 2022, 10, 13, 1, 0, 14.51, 1023.6, 1.2, 3, 14.8, 0, 44, 52, 7, 002D46840D90F3F0B0F107FF000A3AB34F7541AB
2022-10-13 00:00:00, 44.073600, -49.812400, 0, 2022, 10, 13, 0, 0, 14.53, 1023.3, 1.4, 4, 14.8, 0, 48, 56, 10, 002D46800D8AF430D1310AFF000A3AA04F75D1CC
