Data Date (UTC), Latitude, Longitude, Voltage, Sea Surface Temperature, Report Body
2022-10-13 09:48:38, 51.343420, -33.058720, 12.021, 13.7, latitude=51.34342;longitude=-33.05872;fixValid=True;timeToFix=26;fixTime=1665654518;orientation=1;voltage=12.021;temperature=13.69531
2022-10-13 08:48:16, 51.338900, -33.074110, 12.021, 13.73, latitude=51.3389;longitude=-33.07411;fixValid=True;timeToFix=52;fixTime=1665650896;orientation=1;voltage=12.021;temperature=13.72656
2022-10-13 07:47:28, 51.331490, -33.089370, 12.021, 13.77, latitude=51.33149;longitude=-33.08937;fixValid=True;timeToFix=14;fixTime=1665647248;orientation=1;voltage=12.021;temperature=13.76563
2022-10-13 06:47:18, 51.326720, -33.099480, 12.021, 13.8, latitude=51.32672;longitude=-33.09948;fixValid=True;timeToFix=38;fixTime=1665643638;orientation=1;voltage=12.021;temperature=13.79687
2022-10-13 05:46:43, 51.324400, -33.110720, 12.021, 13.8, latitude=51.3244;longitude=-33.11072;fixValid=True;timeToFix=49;fixTime=1665640003;orientation=0;voltage=12.021;temperature=13.79687
2022-10-13 04:45:58, 51.325410, -33.123110, 12.021, 13.81, latitude=51.32541;longitude=-33.12311;fixValid=True;timeToFix=17;fixTime=1665636358;orientation=1;voltage=12.021;temperature=13.81251
2022-10-13 03:45:46, 51.331120, -33.136930, 12.021, 14.02, latitude=51.33112;longitude=-33.13693;fixValid=True;timeToFix=38;fixTime=1665632746;orientation=0;voltage=12.021;temperature=14.02344
2022-10-13 02:45:18, 51.337530, -33.150650, 12.021, 14.16, latitude=51.33753;longitude=-33.15065;fixValid=True;timeToFix=67;fixTime=1665629118;orientation=1;voltage=12.021;temperature=14.16406
2022-10-13 01:44:15, 51.345110, -33.169160, 12.021, 14.05, latitude=51.34511;longitude=-33.16916;fixValid=True;timeToFix=51;fixTime=1665625455;orientation=1;voltage=12.021;temperature=14.05469
2022-10-13 00:43:28, 51.351380, -33.188490, 12.021, 14.12, latitude=51.35138;longitude=-33.18849;fixValid=True;timeToFix=24;fixTime=1665621808;orientation=0;voltage=12.021;temperature=14.11718
2022-10-12 23:43:08, 51.357840, -33.210450, 12.021, 14.21, latitude=51.35784;longitude=-33.21045;fixValid=True;timeToFix=17;fixTime=1665618188;orientation=1;voltage=12.021;temperature=14.21094
2022-10-12 22:42:55, 51.363890, -33.235140, 12.021, 14.3, latitude=51.36389;longitude=-33.23514;fixValid=True;timeToFix=47;fixTime=1665614575;orientation=0;voltage=12.021;temperature=14.29688
2022-10-12 21:42:14, 51.366450, -33.261110, 12.021, 14.33, latitude=51.36645;longitude=-33.26111;fixValid=True;timeToFix=15;fixTime=1665610934;orientation=1;voltage=12.021;temperature=14.32813
2022-10-12 20:42:03, 51.365630, -33.284530, 12.021, 14.34, latitude=51.36563;longitude=-33.28453;fixValid=True;timeToFix=48;fixTime=1665607323;orientation=1;voltage=12.021;temperature=14.33594
2022-10-12 19:41:19, 51.363020, -33.303150, 12.021, 14.34, latitude=51.36302;longitude=-33.30315;fixValid=True;timeToFix=30;fixTime=1665603679;orientation=0;voltage=12.021;temperature=14.33594
2022-10-12 18:40:53, 51.358760, -33.320870, 12.021, 14.34, latitude=51.35876;longitude=-33.32087;fixValid=True;timeToFix=17;fixTime=1665600053;orientation=1;voltage=12.021;temperature=14.34375
2022-10-12 17:40:40, 51.352950, -33.338940, 12.021, 14.32, latitude=51.35295;longitude=-33.33894;fixValid=True;timeToFix=17;fixTime=1665596440;orientation=0;voltage=12.021;temperature=14.32031
2022-10-12 16:40:28, 51.347260, -33.357940, 12.021, 14.27, latitude=51.34726;longitude=-33.35794;fixValid=True;timeToFix=44;fixTime=1665592828;orientation=1;voltage=12.021;temperature=14.27343
2022-10-12 15:39:48, 51.338750, -33.376020, 12.08, 14.3, latitude=51.33875;longitude=-33.37602;fixValid=True;timeToFix=36;fixTime=1665589188;orientation=1;voltage=12.08;temperature=14.29688
2022-10-12 14:39:16, 51.325020, -33.391300, 12.08, 14.13, latitude=51.32502;longitude=-33.3913;fixValid=True;timeToFix=35;fixTime=1665585556;orientation=0;voltage=12.08;temperature=14.13282
2022-10-12 13:38:45, 51.310750, -33.402870, 12.021, 13.5, latitude=51.31075;longitude=-33.40287;fixValid=True;timeToFix=49;fixTime=1665581925;orientation=0;voltage=12.021;temperature=13.5
2022-10-12 12:38:01, 51.304160, -33.415620, 12.021, 13.48, latitude=51.30416;longitude=-33.41562;fixValid=True;timeToFix=19;fixTime=1665578281;orientation=1;voltage=12.021;temperature=13.47656
2022-10-12 11:37:46, 51.302350, -33.426470, 12.021, 13.34, latitude=51.30235;longitude=-33.42647;fixValid=True;timeToFix=35;fixTime=1665574666;orientation=1;voltage=12.021;temperature=13.34375
2022-10-12 10:37:15, 51.302280, -33.436700, 12.08, 13.33, latitude=51.30228;longitude=-33.4367;fixValid=True;timeToFix=32;fixTime=1665571035;orientation=0;voltage=12.08;temperature=13.32812
2022-10-12 09:36:47, 51.304450, -33.446570, 12.021, 13.31, latitude=51.30445;longitude=-33.44657;fixValid=True;timeToFix=14;fixTime=1665567407;orientation=0;voltage=12.021;temperature=13.3125
2022-10-12 08:36:37, 51.308760, -33.460130, 12.021, 13.37, latitude=51.30876;longitude=-33.46013;fixValid=True;timeToFix=35;fixTime=1665563797;orientation=0;voltage=12.021;temperature=13.36719
2022-10-12 07:36:06, 51.313660, -33.476470, 12.021, 13.42, latitude=51.31366;longitude=-33.47647;fixValid=True;timeToFix=15;fixTime=1665560166;orientation=0;voltage=12.021;temperature=13.42188
2022-10-12 06:35:56, 51.321700, -33.493850, 12.021, 13.43, latitude=51.3217;longitude=-33.49385;fixValid=True;timeToFix=61;fixTime=1665556556;orientation=0;voltage=12.021;temperature=13.42969
2022-10-12 05:35:00, 51.329770, -33.512940, 12.08, 13.47, latitude=51.32977;longitude=-33.51294;fixValid=True;timeToFix=18;fixTime=1665552900;orientation=0;voltage=12.08;temperature=13.46875
2022-10-12 04:34:47, 51.338460, -33.531850, 12.021, 13.53, latitude=51.33846;longitude=-33.53185;fixValid=True;timeToFix=14;fixTime=1665549287;orientation=0;voltage=12.021;temperature=13.53125
2022-10-12 03:34:37, 51.343900, -33.550460, 12.08, 13.57, latitude=51.3439;longitude=-33.55046;fixValid=True;timeToFix=44;fixTime=1665545677;orientation=0;voltage=12.08;temperature=13.57031
2022-10-12 02:33:57, 51.346890, -33.567980, 12.08, 13.63, latitude=51.34689;longitude=-33.56798;fixValid=True;timeToFix=15;fixTime=1665542037;orientation=0;voltage=12.08;temperature=13.63281
2022-10-12 01:33:46, 51.346680, -33.580400, 12.08, 13.7, latitude=51.34668;longitude=-33.5804;fixValid=True;timeToFix=33;fixTime=1665538426;orientation=0;voltage=12.08;temperature=13.69531
2022-10-12 00:33:16, 51.344500, -33.584320, 12.08, 13.77, latitude=51.3445;longitude=-33.58432;fixValid=True;timeToFix=38;fixTime=1665534796;orientation=1;voltage=12.08;temperature=13.76563
2022-10-11 23:32:42, 51.347770, -33.582000, 12.08, 13.84, latitude=51.34777;longitude=-33.582;fixValid=True;timeToFix=19;fixTime=1665531162;orientation=0;voltage=12.08;temperature=13.83594
2022-10-11 22:32:27, 51.354160, -33.577770, 12.021, 13.89, latitude=51.35416;longitude=-33.57777;fixValid=True;timeToFix=15;fixTime=1665527547;orientation=0;voltage=12.021;temperature=13.89062
2022-10-11 21:32:16, 51.360420, -33.572410, 12.08, 13.92, latitude=51.36042;longitude=-33.57241;fixValid=True;timeToFix=37;fixTime=1665523936;orientation=0;voltage=12.08;temperature=13.92188
2022-10-11 20:31:43, 51.370900, -33.568200, 12.08, 13.96, latitude=51.3709;longitude=-33.5682;fixValid=True;timeToFix=19;fixTime=1665520303;orientation=0;voltage=12.08;temperature=13.96093
2022-10-11 19:31:28, 51.380090, -33.564580, 12.08, 13.98, latitude=51.38009;longitude=-33.56458;fixValid=True;timeToFix=40;fixTime=1665516688;orientation=1;voltage=12.08;temperature=13.97657
2022-10-11 18:30:52, 51.388980, -33.563340, 12.08, 14.02, latitude=51.38898;longitude=-33.56334;fixValid=True;timeToFix=16;fixTime=1665513052;orientation=1;voltage=12.08;temperature=14.01562
2022-10-11 17:30:40, 51.397510, -33.567100, 12.08, 14.05, latitude=51.39751;longitude=-33.5671;fixValid=True;timeToFix=13;fixTime=1665509440;orientation=1;voltage=12.08;temperature=14.04687
2022-10-11 16:30:31, 51.403080, -33.575390, 12.08, 14.07, latitude=51.40308;longitude=-33.57539;fixValid=True;timeToFix=59;fixTime=1665505831;orientation=0;voltage=12.08;temperature=14.07032
2022-10-11 15:29:35, 51.404300, -33.582590, 12.08, 14.06, latitude=51.4043;longitude=-33.58259;fixValid=True;timeToFix=12;fixTime=1665502175;orientation=0;voltage=12.08;temperature=14.0625
2022-10-11 14:29:27, 51.403590, -33.589080, 12.021, 14.06, latitude=51.40359;longitude=-33.58908;fixValid=True;timeToFix=15;fixTime=1665498567;orientation=1;voltage=12.021;temperature=14.0625
2022-10-11 13:29:17, 51.399540, -33.594080, 12.08, 13.91, latitude=51.39954;longitude=-33.59408;fixValid=True;timeToFix=14;fixTime=1665494957;orientation=1;voltage=12.08;temperature=13.91406
2022-10-11 12:29:08, 51.393900, -33.592310, 12.08, 13.83, latitude=51.3939;longitude=-33.59231;fixValid=True;timeToFix=45;fixTime=1665491348;orientation=1;voltage=12.08;temperature=13.82813
2022-10-11 11:28:27, 51.390380, -33.587820, 12.08, 13.66, latitude=51.39038;longitude=-33.58782;fixValid=True;timeToFix=14;fixTime=1665487707;orientation=1;voltage=12.08;temperature=13.65625
2022-10-11 10:28:16, 51.389190, -33.582610, 12.021, 13.59, latitude=51.38919;longitude=-33.58261;fixValid=True;timeToFix=35;fixTime=1665484096;orientation=1;voltage=12.021;temperature=13.59375
2022-10-11 09:27:45, 51.390350, -33.575540, 12.08, 13.57, latitude=51.39035;longitude=-33.57554;fixValid=True;timeToFix=29;fixTime=1665480465;orientation=1;voltage=12.08;temperature=13.57031
2022-10-11 08:27:23, 51.393900, -33.564540, 12.021, 13.59, latitude=51.3939;longitude=-33.56454;fixValid=True;timeToFix=17;fixTime=1665476843;orientation=1;voltage=12.021;temperature=13.59375
2022-10-11 07:27:10, 51.401730, -33.553180, 12.021, 13.7, latitude=51.40173;longitude=-33.55318;fixValid=True;timeToFix=119;fixTime=1665473230;orientation=1;voltage=12.021;temperature=13.70312
2022-10-11 06:25:15, 51.411780, -33.539610, 12.08, 13.62, latitude=51.41178;longitude=-33.53961;fixValid=True;timeToFix=27;fixTime=1665469515;orientation=1;voltage=12.08;temperature=13.625
2022-10-11 05:25:46, 90.0100200, 180.0300000, 12.08, 13.56, latitude=90.01002;longitude=180.03;fixValid=False;timeToFix=242;fixTime=1665465946;orientation=0;voltage=12.08;temperature=13.5625
2022-10-11 04:21:46, 51.434750, -33.521910, 12.08, 13.67, latitude=51.43475;longitude=-33.52191;fixValid=True;timeToFix=38;fixTime=1665462106;orientation=1;voltage=12.08;temperature=13.67188
2022-10-11 03:21:12, 51.444470, -33.516130, 12.08, 13.47, latitude=51.44447;longitude=-33.51613;fixValid=True;timeToFix=50;fixTime=1665458472;orientation=0;voltage=12.08;temperature=13.46875
2022-10-11 02:20:26, 51.454470, -33.511070, 12.08, 13.46, latitude=51.45447;longitude=-33.51107;fixValid=True;timeToFix=74;fixTime=1665454826;orientation=0;voltage=12.08;temperature=13.46094
2022-10-11 01:19:16, 51.465080, -33.504570, 12.08, 13.43, latitude=51.46508;longitude=-33.50457;fixValid=True;timeToFix=34;fixTime=1665451156;orientation=1;voltage=12.08;temperature=13.42969
2022-10-11 00:18:46, 51.476040, -33.497680, 12.08, 13.38, latitude=51.47604;longitude=-33.49768;fixValid=True;timeToFix=34;fixTime=1665447526;orientation=1;voltage=12.08;temperature=13.38281
2022-10-10 23:18:16, 51.484210, -33.490920, 12.139, 13.47, latitude=51.48421;longitude=-33.49092;fixValid=True;timeToFix=45;fixTime=1665443896;orientation=0;voltage=12.139;temperature=13.46875
2022-10-10 22:17:36, 51.491070, -33.478360, 12.139, 14.19, latitude=51.49107;longitude=-33.47836;fixValid=True;timeToFix=24;fixTime=1665440256;orientation=0;voltage=12.139;temperature=14.1875
2022-10-10 21:17:16, 51.500190, -33.460210, 12.139, 14.25, latitude=51.50019;longitude=-33.46021;fixValid=True;timeToFix=30;fixTime=1665436636;orientation=1;voltage=12.139;temperature=14.25
2022-10-10 20:16:50, 51.508030, -33.445130, 12.08, 14.32, latitude=51.50803;longitude=-33.44513;fixValid=True;timeToFix=16;fixTime=1665433010;orientation=1;voltage=12.08;temperature=14.32031
2022-10-10 19:16:38, 51.510170, -33.433420, 12.139, 14.23, latitude=51.51017;longitude=-33.43342;fixValid=True;timeToFix=42;fixTime=1665429398;orientation=1;voltage=12.139;temperature=14.23438
2022-10-10 18:16:00, 51.507080, -33.412260, 12.08, 14.3, latitude=51.50708;longitude=-33.41226;fixValid=True;timeToFix=15;fixTime=1665425760;orientation=1;voltage=12.08;temperature=14.30469
2022-10-10 17:15:49, 51.501280, -33.389540, 12.139, 13.9, latitude=51.50128;longitude=-33.38954;fixValid=True;timeToFix=16;fixTime=1665422149;orientation=1;voltage=12.139;temperature=13.89844
2022-10-10 16:15:37, 51.494030, -33.361580, 12.139, 13.91, latitude=51.49403;longitude=-33.36158;fixValid=True;timeToFix=45;fixTime=1665418537;orientation=1;voltage=12.139;temperature=13.91406
2022-10-10 15:14:56, 51.492340, -33.329910, 12.139, 14.03, latitude=51.49234;longitude=-33.32991;fixValid=True;timeToFix=17;fixTime=1665414896;orientation=1;voltage=12.139;temperature=14.03125
2022-10-10 14:14:43, 51.493700, -33.303410, 12.08, 13.62, latitude=51.4937;longitude=-33.30341;fixValid=True;timeToFix=14;fixTime=1665411283;orientation=1;voltage=12.08;temperature=13.625
2022-10-10 13:14:33, 51.494320, -33.280280, 12.08, 13.62, latitude=51.49432;longitude=-33.28028;fixValid=True;timeToFix=12;fixTime=1665407673;orientation=1;voltage=12.08;temperature=13.61719
2022-10-10 12:14:25, 51.495130, -33.264430, 12.139, 13.65, latitude=51.49513;longitude=-33.26443;fixValid=True;timeToFix=43;fixTime=1665404065;orientation=1;voltage=12.139;temperature=13.64843
2022-10-10 11:13:46, 51.494510, -33.252220, 12.139, 13.73, latitude=51.49451;longitude=-33.25222;fixValid=True;timeToFix=23;fixTime=1665400426;orientation=1;voltage=12.139;temperature=13.72656
2022-10-10 10:13:27, 51.495630, -33.241040, 12.08, 13.74, latitude=51.49563;longitude=-33.24104;fixValid=True;timeToFix=15;fixTime=1665396807;orientation=1;voltage=12.08;temperature=13.74219
