Data Date (UTC), LATITUDE, LONGITUDE, FMTID, YEAR, MONTH, DAY, HOUR, MIN, SST, BP, BPT, RANGE, VBAT, GPSDELAY, SNR, TTFF, SBDTIME, Report Body
2022-10-13 10:00:00, 42.231200, -70.161200, 0, 2022, 10, 13, 10, 0, 14.30, 1019.2, -0.4, 3, 15.6, 0, 48, 132, 11, 002D46A80D38F14FB0F50BFF000A16A4430A542C
2022-10-13 09:00:00, 42.228800, -70.181200, 0, 2022, 10, 13, 9, 0, 14.31, 1019.3, -0.8, 3, 15.6, 0, 48, 24, 7, 002D46A40D3AF16F70F507FF000A1698430730CC
2022-10-13 08:00:00, 42.224600, -70.199000, 0, 2022, 10, 13, 8, 0, 14.32, 1019.5, -1.1, 2, 15.6, 0, 48, 24, 7, 002D46A00D3EF18F40B507FF000A1683430468CC
2022-10-13 07:00:00, 42.219200, -70.212400, 0, 2022, 10, 13, 7, 0, 14.34, 1019.6, -1.6, 2, 15.6, 0, 48, 48, 6, 002D469C0D40F1CEF0B506FF000A16684302518C
2022-10-13 06:00:00, 42.214400, -70.219600, 0, 2022, 10, 13, 6, 0, 14.37, 1020.1, -1.3, 3, 15.6, 0, 48, 30, 10, 002D46980D4AF22F20F50AFF000A1650430130FC
2022-10-13 05:00:00, 42.211000, -70.213200, 0, 2022, 10, 13, 5, 0, 14.41, 1020.6, -0.9, 2, 15.6, 0, 44, 28, 10, 002D46940D54F2AF60B50AFF000A163F430230EB
2022-10-13 04:00:00, 42.210800, -70.197200, 0, 2022, 10, 13, 4, 0, 14.38, 1021.1, -0.4, 3, 15.6, 0, 44, 30, 12, 002D46900D5EF24FB0F50CFF000A163E4304B0FB
2022-10-13 03:00:00, 42.213000, -70.178000, 0, 2022, 10, 13, 3, 0, 14.37, 1021.4, -0.5, 2, 15.6, 0, 48, 42, 7, 002D468C0D64F22FA0B507FF000A16494307B15C
2022-10-13 02:00:00, 42.216200, -70.159800, 0, 2022, 10, 13, 2, 0, 14.44, 1021.5, -0.1, 3, 15.6, 0, 48, 28, 10, 002D46880D66F30FE0F50AFF000A1659430A88EC
2022-10-13 01:00:00, 42.220000, -70.146400, 0, 2022, 10, 13, 1, 0, 14.51, 1021.5, 0.3, 2, 15.6, 0, 44, 46, 10, 002D46840D66F3F020B50AFF000A166C430CA17B
2022-10-13 00:00:00, 42.223800, -70.142400, 0, 2022, 10, 13, 0, 0, 14.66, 1021.8, 0.6, 3, 15.6, 0, 48, 34, 9, 002D46800D6CF5D050F509FF000A167F430D411C
2022-10-12 23:00:00, 42.226800, -70.149800, 0, 2022, 10, 12, 23, 0, 14.75, 1021.6, 0.1, 3, 15.6, 0, 48, 28, 10, 002D465C0D68F6F000F50AFF000A168E430C18EC
2022-10-12 22:00:00, 42.227400, -70.167000, 0, 2022, 10, 12, 22, 0, 15.10, 1021.2, -0.7, 2, 15.6, 0, 48, 24, 12, 002D46580D60FB4F80B50CFF000A1691430968CC
2022-10-12 21:00:00, 42.225800, -70.190000, 0, 2022, 10, 12, 21, 0, 15.36, 1021.3, -1.1, 2, 15.6, 0, 48, 48, 7, 002D46540D62FE8F40B507FF000A16894305D18C
2022-10-12 20:00:00, 42.222400, -70.214400, 0, 2022, 10, 12, 20, 0, 15.44, 1021.5, -1.8, 1, 15.6, 0, 48, 24, 8, 002D46500D66FF8ED07508FF000A1678430200CC
2022-10-12 19:00:00, 42.217800, -70.236800, 0, 2022, 10, 12, 19, 0, 15.09, 1021.9, -2.0, 2, 15.6, 0, 48, 28, 10, 002D464C0D6EFB2EB0B50AFF000A166142FE80EC
2022-10-12 18:00:00, 42.212000, -70.252200, 0, 2022, 10, 12, 18, 0, 15.12, 1022.4, -2.1, 2, 15.6, 0, 48, 40, 7, 002D46480D78FB8EA0B507FF000A164442FC194C
2022-10-12 17:00:00, 42.207200, -70.256600, 0, 2022, 10, 12, 17, 0, 14.78, 1023.3, -1.2, 2, 15.6, 0, 48, 22, 10, 002D46440D8AF74F30B50AFF000A162C42FB68BC
2022-10-12 16:00:00, 42.204600, -70.249200, 0, 2022, 10, 12, 16, 0, 14.87, 1023.9, -0.6, 3, 15.6, 0, 48, 24, 10, 002D46400D96F86F90F50AFF000A161F42FC90CC
2022-10-12 15:00:00, 42.204400, -70.233200, 0, 2022, 10, 12, 15, 0, 14.73, 1024.5, -8.6, 3, 15.6, 0, 48, 24, 6, 002D463C0DA2F6AA90F506FF000A161E42FF10CC
2022-10-12 14:00:00, 42.206600, -70.215000, 0, 2022, 10, 12, 14, 0, 14.63, 1024.5, -2.2, 2, 15.6, 0, 48, 24, 11, 002D46380DA2F56E90B50BFF000A16294301E8CC
2022-10-12 13:00:00, 42.210200, -70.198600, 0, 2022, 10, 12, 13, 0, 14.51, 1024.5, -2.4, 6, 15.6, 0, 48, 24, 10, 002D46340DA2F3EE71B50AFF000A163B430478CC
2022-10-12 12:00:00, 42.213800, -70.189200, 0, 2022, 10, 12, 12, 0, 14.47, 1033.1, 9.6, 5, 15.6, 0, 48, 24, 6, 002D46300E4EF375F17506FF000A164D4305F0CC
2022-10-12 11:00:00, 42.216400, -70.190600, 0, 2022, 10, 12, 11, 0, 14.46, 1026.7, 3.3, 4, 15.6, 0, 48, 28, 7, 002D462C0DCEF352013507FF000A165A4305B8EC
2022-10-12 10:00:00, 42.217000, -70.202600, 0, 2022, 10, 12, 10, 0, 14.46, 1026.9, 3.4, 4, 15.6, 0, 48, 30, 6, 002D46280DD2F352113506FF000A165D4303D8FC
2022-10-12 09:00:00, 42.213800, -70.228200, 0, 2022, 10, 12, 9, 0, 14.46, 1023.4, -0.3, 3, 15.6, 0, 48, 28, 8, 002D46240D8CF34FC0F508FF000A164D42FFD8EC
2022-10-12 08:00:00, 42.205200, -70.266600, 0, 2022, 10, 12, 8, 0, 14.49, 1023.4, -0.4, 6, 15.6, 0, 48, 54, 7, 002D46200D8CF3AFB1B507FF000A162242F9D9BC
2022-10-12 07:00:00, 42.194800, -70.298400, 0, 2022, 10, 12, 7, 0, 14.49, 1023.5, -0.5, 3, 15.6, 0, 48, 58, 21, 002D461C0D8EF3AFA0F515FF000A15EE42F4E1DC
2022-10-12 06:00:00, 42.189400, -70.313600, 0, 2022, 10, 12, 6, 0, 14.43, 1023.7, -0.7, 4, 15.6, 0, 48, 24, 19, 002D46180D92F2EF813513FF000A15D342F280CC
2022-10-12 05:00:00, 42.185000, -70.320400, 0, 2022, 10, 12, 5, 0, 14.27, 1023.8, -0.8, 3, 15.6, 0, 44, 48, 7, 002D46140D94F0EF70F507FF000A15BD42F1718B
2022-10-12 04:00:00, 42.183000, -70.318800, 0, 2022, 10, 12, 4, 0, 14.28, 1024.0, -0.4, 4, 15.6, 0, 44, 28, 10, 002D46100D98F10FB1350AFF000A15B342F1B0EB
2022-10-12 03:00:00, 42.182600, -70.311000, 0, 2022, 10, 12, 3, 0, 14.29, 1024.4, 0.0, 3, 15.6, 0, 48, 36, 10, 002D460C0DA0F12FF0F50AFF000A15B142F2E92C
2022-10-12 02:00:00, 42.183400, -70.297400, 0, 2022, 10, 12, 2, 0, 14.29, 1024.6, 0.4, 3, 15.6, 0, 48, 28, 9, 002D46080DA4F13030F509FF000A15B542F508EC
2022-10-12 01:00:00, 42.185800, -70.282400, 0, 2022, 10, 12, 1, 0, 14.30, 1024.4, 0.4, 3, 15.6, 0, 44, 24, 12, 002D46040DA0F15030F50CFF000A15C142F760CB
